Departement,arrondissement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Isaïe Jeanty,HU,Public,112117,11217,UGP MSPP,18.5643,-72.3354
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital de l’OFATMA,Hôpital,Public,112123,11223,,18.57,-72.33
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CS de Petite Place Cazeau,CSL,Public,112124,11224,CDS,18.56,-72.28
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé St Paul,CSL,Privé à but non lucratif,112127,11227,,18.5438,-72.3058
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Bernard Mews,Hôpital,Privé à but lucratif,112128,11228,GHESKIO,18.562,-72.319
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CS Fontaine,CAL,Privé à but non lucratif,112131,11231,,18.5964,-72.3275
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé St Martin 1,CSL,Public,112125,11225,,18.5579,-72.3233
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Clinique Commun. Barthelmy,CSL,Privé à but lucratif,112138,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Maison la Santé Delmas,CSL,Privé à but non lucratif,112150,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre Médico-Social de la Saline,CSL,Mixte,112104,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Clinique Santé pour Tous 1,CSL,Privé à but lucratif,112151,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Peace’s Hospital,CSL,Privé à but non lucratif,112144,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Clinique St Jude,CSL,Privé à but lucratif,112152,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Rapha clinique médicale,CSL,Privé à but non lucratif,112153,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,MSF Hollande,Hôpital,Privé à but non lucratif,112154,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital de Delmas 33,HU,Public,112106,11206,,18.5564,-72.2984
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Espoir,Hôpital,Privé à but lucratif,112109,11209,,18.5415,-72.2785
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Jude Anne (DASH),Hôpital,Privé à but non lucratif,112112,11212,,18.5566,-72.3253
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CPFO,CSL,Privé à but non lucratif,112114,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,FONDEFH,CAL,Privé à but non lucratif,112116,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Haiti Med (Siclair),CSL,Privé à but non lucratif,112118,11218,,18.564,-72.308
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de Sante Dieu qui donne,CAL,Privé à but lucratif,112139,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Medicare,Hôpital,Privé à but non lucratif,112143,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Food for the Poor,CSL,Privé à but non lucratif,112146,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,FOSREF 2,CSL,Privé à but non lucratif,112147,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital DASH Delmas 48,Hôpital,Privé à but non lucratif,112111,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,FOSREF Christ Roi,CSL,Privé à but lucratif,112155,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Missionnaires de la Charité,CAL,Privé à but lucratif,112156,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé Armée du Salut,CSL,Privé à but lucratif,112101,11201,,18.556,-72.3365
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de Santé de l’Harmonie,CSL,Privé à but lucratif,112157,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CS Delmas 30,CSL,Privé à but lucratif,112103,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé Solidarité,CSL,Privé à but lucratif,112110,11210,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de Santé Saint-Jean,CSL,Public,112122,11222,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de Santé Saint-Martin II,CSL,Public,112126,11226,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre Médico Social de Delmas,CSL,Privé à but lucratif,112145,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital St François de Cazeau,HCR,Privé à but lucratif,112149,,,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé Croix des Missions (Delmas),CSL,Public,112158,11219,UGP MSPP,,
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Centre de santé Maïs Gâté,CSL,Privé à but lucratif,112159,11220,,,
Ouest,Port-au-Prince,Carrefour,9ème-Bizoton,Centre de Santé Hands of Love,CSL,Privé à but non lucratif,113919,11319,,18.5317,-72.3753
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS FONDEFH Bizoton 61,CAL,Privé à but lucratif,1131001,11301,,18.5327,-72.3851
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Hôpital de Carrefour,HCR,Public,1131003,11303,UGP MSPP,18.5378,-72.4075
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre Médico-Social Rivière Froide,CSL,Mixte,1131004,11304,,18.5183,-72.4127
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS Béthel Mahotière 81,CSL,Privé à but non lucratif,1131005,11305,,18.5364,-72.4051
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Hôpital Adventiste d’Haïti (HAH),HU,Privé à but lucratif,1131006,11306,Non associée,18.5315,-72.3867
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CSL La Barque de Pierre (NF),CSL,Privé à but lucratif,1131007,11307,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS Multi fonctionnel  Sous-Rail,CSL,Mixte,1131014,11314,,18.5479,-72.4001
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Dispensaire ASCOSADEC,CSL,Mixte,1131015,11315,,18.5251,-72.4059
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS OMES,CSL,Mixte,1131017,11317,,18.5324,-72.3887
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS Mère Térésa,CAL,Privé à but lucratif,1131018,11318,,18.5379,-72.4032
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CS communauté Frères Unis (NF),CAL,Mixte,1131020,11320,,18.5419,-72.4062
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Clinique Mennomite,CSL,Privé à but lucratif,1131027,11327,ICC,18.5418,-72.3983
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de santé Berekia,CSL,Privé à but lucratif,1131030,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,ASAD,CAL,Privé à but lucratif,1131031,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de Santé Tikajou,CSL,Public,1131037,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre Hospitalier de Carrefour,Hôpital,Privé à but lucratif,1131040,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de santé Shekinah,CSL,Public,1131041,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de Santé Médical de Thor,CSL,Privé à but lucratif,1131043,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de santé Bethesda,CSL,Privé à but non lucratif,1131045,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,Centre de santé de Chauffard,Dispensaire,Privé à but non lucratif,1131046,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Disp. la Main Tendue de Bertin,CSL,Mixte,1131108,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,CS Béthel (Christophe Channel),CSL,Privé à but non lucratif,1131113,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Dispensaire Marie Louise de Jésus,Dispensaire,Privé à but non lucratif,1131121,11321,,18.5374,-72.4202
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Centre Médical de  Bertin,CSL,Privé à but lucratif,1131126,11326,,18.5303,-72.4141
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Grace Medical Center,CSL,Mixte,1131132,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Clinique Pré et Post natale,CSL,Privé à but lucratif,1131136,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Centre de santé Midha,CSL,Privé à but lucratif,1131142,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Hôp Alive Clinic,CSL,Privé à but non lucratif,1131148,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Centre de santé Moula,CSL,Privé à but non lucratif,1131149,,,,
Ouest,Port-au-Prince,Carrefour,11e-Rivière-Froide,Centre médical de Paloma,CAL,Privé à but lucratif,1131150,,,,
Ouest,Port-au-Prince,Carrefour,15e-Platon-Dufréné,CS Haiti Saint Rock Foundation,CSL,Privé à but lucratif,1131534,,,,
Ouest,Port-au-Prince,Carrefour,16ème-Taïfer,Dispensaire de Taillefer,Dispensaire,Public,1131611,11311,,18.4814,-72.4136
Ouest,Port-au-Prince,Carrefour,16ème-Taïfer,Centre de santé Procy Chauffard,CSL,Privé à but lucratif,1131644,,,,
Ouest,Port-au-Prince,Carrefour,17ème-Procy,Centre FOSREF,CSL,Privé à but non lucratif,1131747,,,,
Ouest,Port-au-Prince,Carrefour,21ème-Berly,Centre de Santé de Malanga,CSL,Privé à but lucratif,1132138,,,,
Ouest,Port-au-Prince,Carrefour,22ème-Malanga,Centre de santé Laval,Dispensaire,Public,1132239,,,,
Ouest,Port-au-Prince,Carrefour,10ème-Thor,CSL OBCG,CSL,Privé à but lucratif,ND11309,11309,PATHFINDER,18.54,-72.41
Ouest,Port-au-Prince,Carrefour,ND,CS Communautaire A.J.RAS,CSL,Privé à but non lucratif,ND99901,,,,
Ouest,Port-au-Prince,Carrefour,ND,Centre Cookson Hills,CSL,Privé à but lucratif,ND11302,11302,,,
Ouest,Port-au-Prince,Carrefour,ND,Rosaline Clinique,CSL,Privé à but lucratif,ND99902,,,,
Ouest,Port-au-Prince,Carrefour,ND,SHEKINAH,CAL,Privé à but lucratif,ND11310,11310,,,
Ouest,Port-au-Prince,Carrefour,ND,Centre Hospitalier d’Arcachon 32,CSL,Public,ND11316,11316,GHESKIO,18.5415,-72.3978
Ouest,Port-au-Prince,Carrefour,ND,CS Commun.  Doctors on Mission,CAL,Privé à but lucratif,ND99903,,,,
Ouest,Port-au-Prince,Carrefour,ND,Centre Hosp. Dr Raoul Pierre Louis,HCR,Public,ND99904,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Citymed de Pétion ville,Hôpital,Privé à but lucratif,114102,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Centre de santé Monsanto Petit,CSL,Privé à but lucratif,114103,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Hôpital Eliazar Germain,HCR,Public,114105,11405,GHESKIO,18.5171,-72.2887
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Centre de santé Notre Dame du Cap,CSL,Mixte,114114,11414,,18.511,-72.2849
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Centre Médico social Thomassin 25,CSL,Public,114117,11417,,18.4859,-72.3129
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Mosanto Petit Jalousie,CSL,Privé à but lucratif,114127,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,DASH (Hôpital St Landry),Hôpital,Privé à but lucratif,114128,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Clinique médicale de soins communs,CSL,Privé à but lucratif,114131,,,,
Ouest,Port-au-Prince,Pétion-ville,1ère-Montagne-Noire,Clinique santé pour tous,CSL,Privé à but lucratif,114133,,,,
Ouest,Port-au-Prince,Pétion-ville,3ème Etang-du-Jonc,CS Francisca Cabrini (NF),CSL,Privé à but lucratif,114306,11406,,,
Ouest,Port-au-Prince,Pétion-ville,4e-Bellevue- La Montagne,Centre de Santé Calebasse,CSL,Mixte,114401,11401,,18.4632,-72.2633
Ouest,Port-au-Prince,Pétion-ville,4e-Bellevue- Montagne,Hôp. Nos Petits Frères et Soeurs,HCR,Privé à but lucratif,114412,11412,ITECH,18.57,-72.25
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,Hôp. de la Communauté Haïtienne,HCR,Privé à but lucratif,114704,11404,GHESKIO,18.524,-72.2723
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,Hôpital CensHôpital,Hôpital,Privé à but lucratif,114707,11407,,18.5186,-72.237
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,CS de Pernier,CSL,Public,114715,11415,,18.5235,-72.2266
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,CS Concardia (NF),CSL,Mixte,114719,11419,,18.5269,-72.2851
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,CS Philantropique de Dupont,CSL,Privé à but lucratif,114722,11420,,,
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,Dispensaire de Diègue,Dispensaire,Privé à but lucratif,114723,11421,,,
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,GREFAJUR,CSL,Privé à but lucratif,114730,,,,
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,Clinimed,CSL,Privé à but lucratif,114732,,,,
Ouest,Port-au-Prince,Pétion-ville,7e-Bellevue-Chardo,Centre de santé Repheka Pernier,CSL,Privé à but lucratif,114734,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,Centre de santé de Torcelle,CSL,Privé à but lucratif,ND99905,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,CS Retraite Sainte Anne,Dispensaire,Mixte,ND11416,11416,,18.5244,-72.2814
Ouest,Port-au-Prince,Pétion-ville,ND,CS Morne Lazarre,CSL,Mixte,ND99906,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,FONDEPH,CSL,Privé à but lucratif,ND11409,11409,,18.5202,-72.3064
Ouest,Port-au-Prince,Pétion-ville,ND,CSL Family Center,CAL,Privé à but lucratif,ND11408,11408,,,
Ouest,Port-au-Prince,Pétion-ville,ND,Dispensaire Sainte Claire,Dispensaire,Public,ND11410,11410,,,
Ouest,Port-au-Prince,Pétion-ville,ND,CS Kay Lavi,CSL,Privé à but lucratif,ND11411,11411,,,
Ouest,Port-au-Prince,Pétion-ville,ND,Centre de Santé Nazaréen,CSL,Privé à but lucratif,ND11413,11413,,18.511,-72.2849
Ouest,Port-au-Prince,Pétion-ville,ND,Centre de santé Zafè Fanm,CSL,Privé à but lucratif,ND11418,11418,,,
Ouest,Port-au-Prince,Pétion-ville,ND,CS Canapé-Vert,CSL,Privé à but lucratif,ND99907,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,CS Morne Hercule,CSL,Privé à but lucratif,ND99908,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,CS l’Espoir,CSL,Privé à but lucratif,ND11422,11422,,18.5102,-72.2726
Ouest,Port-au-Prince,Pétion-ville,ND,Kay pou zafè sante fanm,CSL,Privé à but lucratif,ND99909,,,,
Ouest,Port-au-Prince,Pétion-ville,ND,Centre Hospital de Pernier,HCR,Mixte,ND99910,,,,
Ouest,Port-au-Prince,Kenscoff,3ème-Sourcailles,Centre de Santé de Kenscoff,CSL,Public,115301,11501,,18.4487,-72.285
Ouest,Port-au-Prince,Kenscoff,5ème-Grand-Fond,Disp. de Robin (Mission Baptiste),Dispensaire,Mixte,115505,11505,,18.4337,-72.2615
Ouest,Port-au-Prince,Kenscoff,3ème-Sourcailles,Dispensaire Godey (Afè Nèg Konbit),Dispensaire,Public,115309,11509,,18.4476,-72.3059
Ouest,Port-au-Prince,Kenscoff,ND,Disp. Aux Cadets (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,ND11511,11511,,18.4518,-72.2023
Ouest,Port-au-Prince,Kenscoff,2ème-Bongars,Disp. de Bolosse (Mission Baptiste),Dispensaire,Privé à but lucratif,115202,11502,,18.4487,-72.285
Ouest,Port-au-Prince,Kenscoff,3ème-Sourcailles,Hôpital de Fermathe (Mission Baptiste),Hôpital,Mixte,115303,11503,GHESKIO,18.4629,-72.2889
Ouest,Port-au-Prince,Kenscoff,3ème-Sourcailles,Disp. ND Perpétuel Secours (Furcy),Dispensaire,Privé à but non lucratif,115307,11507,,18.4181,-72.3049
Ouest,Port-au-Prince,Kenscoff,ND,Disp. de Greffin (Mission Baptiste),Dispensaire,Privé à but lucratif,ND11504,11504,,18.48,-72.2396
Ouest,Port-au-Prince,Kenscoff,ND,Dispensaire d’Athis,Dispensaire,Public,ND11508,11508,,18.4705,-72.256
Ouest,Port-au-Prince,Kenscoff,2ème-Bongars,Disp. de Bongars (Mission Baptiste),Hôpital,Privé à but lucratif,115206,11506,,,
Ouest,Port-au-Prince,Kenscoff,ND,Disp. Dumisseau (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,ND11510,11510,,,
Ouest,Port-au-Prince,Gressier,24ème-Petit-Boucan,Centre de Santé de Christianville,CSL,Privé à but lucratif,1162402,11602,,18.5242,-72.5543
Ouest,Port-au-Prince,Gressier,1ère-Morne-à-Bateau,Centre de Santé FOSADEC,CAL,Privé à but lucratif,116103,11603,,18.5394,-72.4989
Ouest,Port-au-Prince,Gressier,23e-Morne-Chandelle,Centre de santé de Gressier,CAL,Public,1162307,,,,
Ouest,Port-au-Prince,Gressier,23e-Morne-Chandelle,Dispensaire de Jasmin,Dispensaire,Privé à but non lucratif,1162316,,,,
Ouest,Port-au-Prince,Gressier,24e-Petit-Boucan,Dispensaire Solo Christus,CSL,Privé à but non lucratif,1162417,,,,
Ouest,Port-au-Prince,Gressier,23e-Morne-Chandelle,Dispensaire Bon Berger,Dispensaire,Privé à but lucratif,1162301,11601,,18.5429,-72.5244
Ouest,Port-au-Prince,Gressier,1e-Morne-à-Bateau,Centre de santé Haute Sanite (NF),CSL,Privé à but lucratif,116110,,,,
Ouest,Port-au-Prince,Gressier,24ème-Petit-Boucan,Haiti Health Ministries,CSL,Privé à but non lucratif,1162414,,,,
Ouest,Port-au-Prince,Gressier,ND,Dispensaire Zèv Atizan Lapè,CSL,Mixte,ND99911,,,,
Ouest,Port-au-Prince,Gressier,ND,Dispensaire Morne à Bateau,Dispensaire,Privé à but lucratif,ND99912,,,,
Ouest,Port-au-Prince,Gressier,ND,Hôpital Alive clinic,Dispensaire,Privé à but lucratif,ND99913,,,,
Ouest,Port-au-Prince,Gressier,ND,ASDEV,CSL,Privé à but lucratif,ND99914,,,,
Ouest,Port-au-Prince,Gressier,ND,Centre de santé Bon Secours (Gressier),CAL,Privé à but lucratif,ND99915,,,,
Ouest,Port-au-Prince,Gressier,24ème-Petit-Boucan,Dispensaire CS L’Union (NF),CSL,Privé à but lucratif,1162412,,,,
Ouest,Port-au-Prince,Gressier,ND,Hôpital St Charles,HCR,Privé à but lucratif,ND99916,,,,
Ouest,Port-au-Prince,Gressier,ND,Dispensaire MOCMOCHAM,Dispensaire,Privé à but lucratif,ND99917,,,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,CHAPI,CSL,Public,11730,11230,GHESKIO,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,Centre Med.Nutrition Rosalie Rendu,CAL,Privé à but non lucratif,11732,11232,PATHFINDER,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,Clinique centrale de l’Eglise,CSL,Privé à but non lucratif,11733,,,,
Ouest,Port-au-Prince,Cité-Soleil,2ème-Varreux,Centre de santé Familiale,CSL,Privé à but lucratif,11734,11213,,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,MSF Drouillard,Hôpital,Privé à but non lucratif,11735,,,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,Centre de santé Fondation St Luc,CSL,Privé à but non lucratif,11736,,,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,Hôpital Ste Marie,Hôpital,Privé à but non lucratif,11737,,,,
Ouest,Port-au-Prince,Cité-Soleil,2ème-Varreux,Centre de santé Lumière,CAL,Privé à but lucratif,11759,,,,
Ouest,Port-au-Prince,Cité-Soleil,2ème-Varreux,CEMEPIO,CAL,Privé à but non lucratif,11760,,,,
Ouest,Port-au-Prince,Cité-Soleil,1ère-Varreux,CHOSCAL,Hôpital,Public,11729,11229,UGP MSPP,18.57,-72.29
Ouest,Port-au-Prince,Cité-Soleil,ND,Clinique St François d’Assise,CSL,Public,ND99918,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,Nos Petits Frères et Soeurs,Hôpital,Public,118441,11412,ITECH,18.57,-72.25
Ouest,Port-au-Prince,Tabarre,3ème-Bellevue,Haïti Med,CAL,Privé à but lucratif,118342,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,Hôpital St Luc,Hôpital,Privé à but non lucratif,118443,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,Hôpital DASH Tabarre,Hôpital,Privé à but non lucratif,118444,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,Centre de santé de Lyro,CSL,Privé à but lucratif,118445,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,MSF Belgique,Hôpital,Privé à but non lucratif,118446,,,,
Ouest,Port-au-Prince,Tabarre,3ème-Bellevue,Family Mémorial Médical center,CSL,Privé à but lucratif,118347,,,,
Ouest,Port-au-Prince,Tabarre,3ème-Bellevue,Centre de santé of Live,CAL,Privé à but lucratif,118349,,,,
Ouest,Port-au-Prince,Tabarre,3ème-Bellevue,Centre de santé Croix des Missions,CSL,Public,118319,,,,
Ouest,Port-au-Prince,Tabarre,4ème-Bellevue,GHESKIO/ IMIS,Hôpital,Privé à but non lucratif,118440,,,,
Ouest,Port-au-Prince,Tabarre,3ème-Bellevue,King’s hospital,Hôpital,Privé à but non lucratif,118348,,,,
Ouest,Léogâne,Léogâne,6ème-Oranger,Dispensaire de Beauséjour,Dispensaire,Mixte,121601,12101,,18.4212,-72.5064
Ouest,Léogâne,Léogâne,3e-Grande-Rivère,Centre de santé Darbonne,CAL,Privé à but non lucratif,121302,12102,,18.4925,-72.5898
Ouest,Léogâne,Léogâne,15e-Palmiste-à-Vin,CS Farnèse Louis Charles,CSL,Privé à but lucratif,1211503,12103,,18.4267,-72.643
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Hôpital Cardinal Léger,HCR,Privé à but lucratif,121204,12104,,18.5135,-72.6097
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Asile de Sigueneau,HU,Public,121207,,,,
Ouest,Léogâne,Léogâne,1ère-Dessources,Hôpital Sainte-Croix,HCR,Public,121108,12108,Non associée,18.5074,-72.6313
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Biré (new mission),CSL,Privé à but non lucratif,121209,12109,,18.5422,-72.5792
Ouest,Léogâne,Léogâne,14ème-Fond-Boudin,Centre Petit Harpon,CSL,Privé à but lucratif,1211412,12112,,18.3717,-72.6238
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre de santé Marie Jean,CSL,Mixte,121213,,,,
Ouest,Léogâne,Léogâne,1ère-Dessources,HCMC,CSL,Privé à but lucratif,121117,,,,
Ouest,Léogâne,Léogâne,12ème-Cormiers,CS de St Etienne,CSL,Mixte,1211219,,,,
Ouest,Léogâne,Léogâne,3e-Grande-Rivère,CS Mathieu,CSL,Mixte,121321,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,MSF Suisse,Hôpital,Privé à but non lucratif,121222,,,,
Ouest,Léogâne,Léogâne,10ème-Fonds-D’oie,Dispensaire Tombe Gateau,Dispensaire,Privé à but lucratif,1211023,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre Santé Lassale.,CSL,Mixte,121224,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre de Santé Fondation Racine,CSL,Privé à but non lucratif,121225,,,,
Ouest,Léogâne,Léogâne,1ère-Dessources,Centre materno-infantile,CSL,Public,121105,12105,,18.5061,-72.6293
Ouest,Léogâne,Léogâne,3e-Grande-Rivère,Sanatorium de Léogane,Hôpital,Public,121306,12106,,18.5128,-72.6065
Ouest,Léogâne,Léogâne,10ème-Fond-D’oie,Dispensaire de Fonds d’Oie,Dispensaire,Privé à but lucratif,1211010,12110,,18.3887,-72.5845
Ouest,Léogâne,Léogâne,14ème-Fond-Boudin,Dispensaire de Trouin,CAL,Public,1211411,12111,,18.3652,-72.6534
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Help Hospital,Hôpital,Privé à but lucratif,121215,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre hospitalier Hosana,CAL,Privé à but lucratif,121220,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre de santé Petite Rivière  (NF),CSL,Privé à but lucratif,121214,,,,
Ouest,Léogâne,Léogâne,2ème-Petite-Rivière,Centre de santé Anacaona  (NF),CSL,Privé à but lucratif,121216,,,,
Ouest,Léogâne,Léogâne,ND,Azile St Vincent de Paul,CAL,Public,ND99919,,,,
Ouest,Léogâne,Petit-Goâve,2ème-Deslattes,Dispensaire d’Arnoux,CSL,Public,122204,,,,
Ouest,Léogâne,Petit-Goâve,8ème-Des-Platons,Centre de Santé de Deslattes,CSL,Mixte,122806,,,,
Ouest,Léogâne,Petit-Goâve,11e-Ravine Sèche,Hôpital Notre Dame,HCR,Public,1221101,,,,
Ouest,Léogâne,Petit-Goâve,1ère-Bino,Dispensaire de Vialet,CSL,Public,122102,,,,
Ouest,Léogâne,Petit-Goâve,2ème-Deslattes,Dispensaire de Madeleine,Dispensaire,Public,122203,,,,
Ouest,Léogâne,Petit-Goâve,9ème-Des-Palmes,CS Les Palmes (Besace),CSL,Privé à but lucratif,122905,,,,
Ouest,Léogâne,Petit-Goâve,2ème-Deslattes,Clinique mobile Olivier,CSL,Privé à but lucratif,122207,,,,
Ouest,Léogâne,Petit-Goâve,11e-Ravine Sèche,CS Henry Gérard Desgranges,CAL,Privé à but lucratif,1221108,,,,
Ouest,Léogâne,Petit-Goâve,12e-Des-Fourques,Dispensaire APV de Vallue (NF),Dispensaire,Privé à but non lucratif,1221209,,,,
Ouest,Léogâne,Petit-Goâve,ND,Clinique Siloé,CSL,Privé à but lucratif,ND99920,,,,
Ouest,Léogâne,Petit-Goâve,3e Trou-ChouChou,CS Trouchouchou (NF),CSL,Privé à but lucratif,122310,,,,
Ouest,Léogâne,Grand-Goâve,5e-Grande-Colline,Centre de Santé de Meyer,CAL,Public,123502,,,,
Ouest,Léogâne,Grand-Goâve,2ème-Tête-à-Boeuf,Dispensaire de Dufour,Dispensaire,Public,123203,,,,
Ouest,Léogâne,Grand-Goâve,7ème-Gérard,Dispensaire de Bonhomme,Dispensaire,Public,123704,,,,
