Departement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Ouest,Carrefour,11ème Rivière Froide^113-11,Dispensaire Marie Louise de Jésus,Dispensaire,Privé à but non lucratif,1131121,11321,,18.5374,-72.4202
Ouest,Carrefour,11ème Rivière Froide^113-11,Centre Médical de Bertin,CSL,Privé à but lucratif,1131126,11326,,18.5303,-72.4141
Ouest,Carrefour,11ème Rivière Froide^113-11,Grace Medical Center,CSL,Mixte,1131132,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Clinique Pré et Post natale,CSL,Privé à but lucratif,1131136,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Centre de santé Midha,CSL,Privé à but lucratif,1131142,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Hôp Alive Clinic,CSL,Privé à but non lucratif,1131148,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Centre de santé Moula,CSL,Privé à but non lucratif,1131149,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Centre médical de Paloma,CAL,Privé à but lucratif,1131150,,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,CS Haiti Saint Rock Foundation,CSL,Privé à but lucratif,1131534,,,,
Ouest,Carrefour,16ème Taïfer^113-03,Dispensaire de Taillefer,Dispensaire,Public,1131611,11311,,18.4814,-72.4136
Ouest,Carrefour,16ème Taïfer^113-03,Centre de santé Procy Chauffard,CSL,Privé à but lucratif,1131644,,,,
Ouest,Carrefour,17ème Procy^113-04,Centre FOSREF,CSL,Privé à but non lucratif,1131747,,,,
Ouest,Carrefour,21ème Berly^113-08,Centre de Santé de Malanga,CSL,Privé à but lucratif,1132138,,,,
Ouest,Carrefour,22ème Malanga^113-12,Centre de santé Laval,Dispensaire,Public,1132239,,,,
Ouest,Carrefour,10ème Thor^113-10,CSL OBCG,CSL,Privé à but lucratif,ND11309,11309,PATHFINDER,18.54,-72.41
Ouest,Carrefour,15ème Platon Dufréné^113-02,CS Communautaire A.J.RAS,CSL,Privé à but non lucratif,ND99901,,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,Centre Cookson Hills,CSL,Privé à but lucratif,ND11302,11302,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,Rosaline Clinique,CSL,Privé à but lucratif,ND99902,,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,SHEKINAH,CAL,Privé à but lucratif,ND11310,11310,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,Centre Hospitalier d’Arcachon 32,CSL,Public,ND11316,11316,GHESKIO,18.5415,-72.3978
Ouest,Carrefour,15ème Platon Dufréné^113-02,CS Commun. Doctors on Mission,CAL,Privé à but lucratif,ND99903,,,,
Ouest,Carrefour,15ème Platon Dufréné^113-02,Centre Hosp. Dr Raoul Pierre Louis,HCR,Public,ND99904,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Citymed de Pétion ville,Hôpital,Privé à but lucratif,114102,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre de santé Monsanto Petit,CSL,Privé à but lucratif,114103,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Hôpital Eliazar Germain,HCR,Public,114105,11405,GHESKIO,18.5171,-72.2887
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre de santé Notre Dame du Cap,CSL,Mixte,114114,11414,,18.511,-72.2849
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre Médico social Thomassin 25,CSL,Public,114117,11417,,18.4859,-72.3129
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Mosanto Petit Jalousie,CSL,Privé à but lucratif,114127,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,DASH (Hôpital St Landry),Hôpital,Privé à but lucratif,114128,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Clinique médicale de soins communs,CSL,Privé à but lucratif,114131,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Clinique santé pour tous,CSL,Privé à but lucratif,114133,,,,
Ouest,Petion-Ville,3ème Etang du Jong^114-03,CS Francisca Cabrini (NF),CSL,Privé à but lucratif,114306,11406,,,
Ouest,Petion-Ville,4ème Bellevue la Montagne^114-04,Centre de Santé Calebasse,CSL,Mixte,114401,11401,,18.4632,-72.2633
Ouest,Petion-Ville,4ème Bellevue la Montagne^114-04,Hôp. Nos Petits Frères et Soeurs,HCR,Privé à but lucratif,114412,11412,ITECH,18.57,-72.25
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,H�pital Notre Dame S.A.,HCR,Privé à but lucratif,114704,11404,GHESKIO,18.524,-72.2723
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,Hôpital CensHôpital,Hôpital,Privé à but lucratif,114707,11407,,18.5186,-72.237
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,CS de Pernier,CSL,Public,114715,11415,,18.5235,-72.2266
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,CS Concardia (NF),CSL,Mixte,114719,11419,,18.5269,-72.2851
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,CS Philantropique de Dupont,CSL,Privé à but lucratif,114722,11420,,,
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,Dispensaire de Diègue,Dispensaire,Privé à but lucratif,114723,11421,,,
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,GREFAJUR,CSL,Privé à but lucratif,114730,,,,
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,Clinimed,CSL,Privé à but lucratif,114732,,,,
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,Centre de santé Repheka Pernier,CSL,Privé à but lucratif,114734,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre de santé de Torcelle,CSL,Privé à but lucratif,ND99905,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS Retraite Sainte Anne,Dispensaire,Mixte,ND11416,11416,,18.5244,-72.2814
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS Morne Lazarre,CSL,Mixte,ND99906,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,FONDEPH,CSL,Privé à but lucratif,ND11409,11409,,18.5202,-72.3064
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CSL Family Center,CAL,Privé à but lucratif,ND11408,11408,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Dispensaire Sainte Claire,Dispensaire,Public,ND11410,11410,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS Kay Lavi,CSL,Privé à but lucratif,ND11411,11411,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre de Santé Nazaréen,CSL,Privé à but lucratif,ND11413,11413,,18.511,-72.2849
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre de santé Zafè Fanm,CSL,Privé à but lucratif,ND11418,11418,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS Canapé-Vert,CSL,Privé à but lucratif,1115001,,,18.53,-72.31
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS Morne Hercule,CSL,Privé à but lucratif,ND99908,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,CS l’Espoir,CSL,Privé à but lucratif,ND11422,11422,,18.5102,-72.2726
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Kay pou zafè sante fanm,CSL,Privé à but lucratif,ND99909,,,,
Ouest,Petion-Ville,1ère Montagne Noire^114-01,Centre Hospital de Pernier,HCR,Mixte,ND99910,,,,
Ouest,Kenscoff,3ème Sourcailles^115-03,Centre de Santé de Kenscoff,CSL,Public,115301,11501,,18.4487,-72.285
Ouest,Kenscoff,4ème Grand Fond^115-05,Disp. de Robin (Mission Baptiste),Dispensaire,Mixte,115505,11505,,18.4337,-72.2615
Ouest,Kenscoff,3ème Sourcailles^115-03,Dispensaire Godey (Afè Nèg Konbit),Dispensaire,Public,115309,11509,,18.4476,-72.3059
Ouest,Kenscoff,2ème Bongars^115-02,Disp. Aux Cadets (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,ND11511,11511,,18.4518,-72.2023
Ouest,Kenscoff,2ème Bongars^115-02,Disp. de Bolosse (Mission Baptiste),Dispensaire,Privé à but lucratif,115202,11502,,18.4487,-72.285
Ouest,Kenscoff,3ème Sourcailles^115-03,Hôpital de Fermathe (Mission Baptiste),Hôpital,Mixte,115303,11503,GHESKIO,18.4629,-72.2889
Ouest,Kenscoff,3ème Sourcailles^115-03,Disp. ND Perpétuel Secours (Furcy),Dispensaire,Privé à but non lucratif,115307,11507,,18.4181,-72.3049
Ouest,Kenscoff,2ème Bongars^115-02,Disp. de Greffin (Mission Baptiste),Dispensaire,Privé à but lucratif,ND11504,11504,,18.48,-72.2396
Ouest,Kenscoff,2ème Bongars^115-02,Dispensaire d’Athis,Dispensaire,Public,ND11508,11508,,18.4705,-72.256
Ouest,Kenscoff,2ème Bongars^115-02,Disp. de Bongars (Mission Baptiste),Hôpital,Privé à but lucratif,115206,11506,,,
Ouest,Kenscoff,2ème Bongars^115-02,Disp. Dumisseau (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,ND11510,11510,,,
Ouest,Gressier,24ème Petit Boucan^116-03,Centre de Santé de Christianville,CSL,Privé à but lucratif,1162402,11602,,18.5242,-72.5543
Ouest,Gressier,1ère Morne à Bateau^116-01,Centre de Santé FOSADEC,CAL,Privé à but lucratif,116103,11603,,18.5394,-72.4989
Ouest,Gressier,23ème Morne Chandelle^116-02,Centre de santé de Gressier,CAL,Public,1162307,,,,
Ouest,Gressier,23ème Morne Chandelle^116-02,Dispensaire de Jasmin,Dispensaire,Privé à but non lucratif,1162316,,,,
Ouest,Gressier,24ème Petit Boucan^116-03,Dispensaire Solo Christus,CSL,Privé à but non lucratif,1162417,,,,
Ouest,Gressier,23ème Morne Chandelle^116-02,Dispensaire Bon Berger,Dispensaire,Privé à but lucratif,1162301,11601,,18.5429,-72.5244
Ouest,Gressier,1ère Morne à Bateau^116-01,Centre de santé Haute Sanite (NF),CSL,Privé à but lucratif,116110,,,,
Ouest,Gressier,24ème Petit Boucan^116-03,Haiti Health Ministries,CSL,Privé à but non lucratif,1162414,,,,
Ouest,Gressier,1ère Morne à Bateau^116-01,Dispensaire Zèv Atizan Lapè,CSL,Mixte,ND99911,,,,
Ouest,Gressier,1ère Morne à Bateau^116-01,Dispensaire Morne à Bateau,Dispensaire,Privé à but lucratif,ND99912,,,,
Ouest,Gressier,1ère Morne à Bateau^116-01,Hôpital Alive clinic,Dispensaire,Privé à but lucratif,1160154,,,18.54,-72.53
Ouest,Gressier,1ère Morne à Bateau^116-01,ASDEV,CSL,Privé à but lucratif,1160155,,,18.54,-72.53
Ouest,Gressier,1ère Morne à Bateau^116-01,Centre de santé Bon Secours (Gressier),CAL,Privé à but lucratif,1160157,,,18.54,-72.53
Ouest,Gressier,24ème Petit Boucan^116-03,Dispensaire CS L’Union (NF),CSL,Privé à but lucratif,1162412,,,,
Ouest,Gressier,1ère Morne à Bateau^116-01,Hôpital St Charles,HCR,Privé à but lucratif,1160159,,,18.54,-72.53
Ouest,Gressier,1ère Morne à Bateau^116-01,Dispensaire MOCMOCHAM,Dispensaire,Privé à but lucratif,ND99917,,,,
Ouest,Cite Soleil,1ère Varreux^117-01,CHAPI,CSL,Public,11730,11230,GHESKIO,,
Ouest,Cite Soleil,1ère Varreux^117-01,Centre Med.Nutrition Rosalie Rendu,CAL,Privé à but non lucratif,11732,11232,PATHFINDER,,
Ouest,Cite Soleil,1ère Varreux^117-01,Clinique centrale de l’Eglise,CSL,Privé à but non lucratif,11733,,,,
Ouest,Cite Soleil,2ème Varreux^117-02,Centre de santé Familiale,CSL,Privé à but lucratif,11734,11213,,,
Ouest,Cite Soleil,1ère Varreux^117-01,MSF Drouillard,Hôpital,Privé à but non lucratif,11735,,,,
Ouest,Cite Soleil,1ère Varreux^117-01,Centre de santé Fondation St Luc,CSL,Privé à but non lucratif,11736,,,,
Ouest,Cite Soleil,1ère Varreux^117-01,Hôpital Ste Marie,Hôpital,Privé à but non lucratif,11737,,,,
Ouest,Cite Soleil,2ème Varreux^117-02,Centre de santé Lumière,CAL,Privé à but lucratif,11759,,,,
Ouest,Cite Soleil,2ème Varreux^117-02,CEMEPIO,CAL,Privé à but non lucratif,11760,,,,
Ouest,Cite Soleil,1ère Varreux^117-01,CHOSCAL,Hôpital,Public,11729,11229,UGP MSPP,18.57,-72.29
Ouest,Cite Soleil,1ère Varreux^117-01,Clinique St François d’Assise,CSL,Public,ND99918,,,,
Ouest,Tabarre,4ème Bellevue^118-04,Nos Petits Frères et Soeurs,Hôpital,Public,118441,11412,ITECH,18.57,-72.25
Ouest,Tabarre,3ème Bellevue^118-03,Haïti Med,CAL,Privé à but lucratif,118342,,,,
Ouest,Tabarre,4ème Bellevue^118-04,Hôpital St Luc,Hôpital,Privé à but non lucratif,118443,,,,
Ouest,Tabarre,4ème Bellevue^118-04,Hôpital DASH Tabarre,Hôpital,Privé à but non lucratif,118444,,,,
Ouest,Tabarre,4ème Bellevue^118-04,Centre de santé de Lyro,CSL,Privé à but lucratif,118445,,,,
Ouest,Tabarre,4ème Bellevue^118-04,MSF Belgique,Hôpital,Privé à but non lucratif,118446,,,,
Ouest,Tabarre,3ème Bellevue^118-03,Family Mémorial Médical center,CSL,Privé à but lucratif,118347,,,,
Ouest,Tabarre,3ème Bellevue^118-03,Centre de santé of Live,CAL,Privé à but lucratif,118349,,,,
Ouest,Tabarre,3ème Bellevue^118-03,Centre de santé Croix des Missions,CSL,Public,118319,,,,
Ouest,Tabarre,4ème Bellevue^118-04,GHESKIO/ IMIS,Hôpital,Privé à but non lucratif,118440,,,,
Ouest,Tabarre,3ème Bellevue^118-03,King’s hospital,Hôpital,Privé à but non lucratif,118348,,,,
Ouest,Léogâne,6ème Oranger^121-06,Dispensaire de Beauséjour,Dispensaire,Mixte,121601,12101,,18.4212,-72.5064
Ouest,Léogâne,3ème Grande Rivère^121-03,Centre de santé Darbonne,CAL,Privé à but non lucratif,121302,12102,,18.4925,-72.5898
Ouest,Léogâne,15ème Palmiste à Vins^121-05,CS Farnèse Louis Charles,CSL,Privé à but lucratif,1211503,12103,,18.4267,-72.643
Ouest,Léogâne,2ème Petite Rivière^121-02,Hôpital Cardinal Léger,HCR,Privé à but lucratif,121204,12104,,18.5135,-72.6097
Ouest,Léogâne,2ème Petite Rivière^121-02,Asile de Sigueneau,HU,Public,121207,,,,
Ouest,Léogâne,1ère Dessources^121-01,Hôpital Sainte-Croix,HCR,Public,121108,12108,Non associée,18.5074,-72.6313
Ouest,Léogâne,2ème Petite Rivière^121-02,Biré (new mission),CSL,Privé à but non lucratif,121209,12109,,18.5422,-72.5792
Ouest,Léogâne,14ème Fond de Boudin^121-04,Centre Petit Harpon,CSL,Privé à but lucratif,1211412,12112,,18.3717,-72.6238
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre de santé Marie Jean,CSL,Mixte,121213,,,,
Ouest,Léogâne,1ère Dessources^121-01,HCMC,CSL,Privé à but lucratif,121117,,,,
Ouest,Léogâne,12ème Cormiers^121-12,CS de St Etienne,CSL,Mixte,1211219,,,,
Ouest,Léogâne,3ème Grande Rivère^121-03,CS Mathieu,CSL,Mixte,121321,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,MSF Suisse,Hôpital,Privé à but non lucratif,121222,,,,
Ouest,Léogâne,10ème Fonds d'Oie^121-10,Dispensaire Tombe Gateau,Dispensaire,Privé à but lucratif,1211023,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre Santé Lassale.,CSL,Mixte,121224,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre de Santé Fondation Racine,CSL,Privé à but non lucratif,121225,,,,
Ouest,Léogâne,1ère Dessources^121-01,Centre materno-infantile,CSL,Public,121105,12105,,18.5061,-72.6293
Ouest,Léogâne,3ème Grande Rivère^121-03,Sanatorium de Léogane,Hôpital,Public,121306,12106,,18.5128,-72.6065
Ouest,Léogâne,10ème Fonds d'Oie^121-10,Dispensaire de Fonds d’Oie,Dispensaire,Privé à but lucratif,1211010,12110,,18.3887,-72.5845
Ouest,Léogâne,14ème Fond de Boudin^121-04,Dispensaire de Trouin,CAL,Public,1211411,12111,,18.3652,-72.6534
Ouest,Léogâne,2ème Petite Rivière^121-02,Help Hospital,Hôpital,Privé à but lucratif,121215,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre hospitalier Hosana,CAL,Privé à but lucratif,121220,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre de santé Petite Rivière (NF),CSL,Privé à but lucratif,121214,,,,
Ouest,Léogâne,2ème Petite Rivière^121-02,Centre de santé Anacaona (NF),CSL,Privé à but lucratif,121216,,,,
Ouest,Léogâne,1ère Dessources^121-01,Azile St Vincent de Paul,CAL,Public,ND99919,,,,
Ouest,Petit-Goâve,2ème Delatre^122-02,Dispensaire d’Arnoux,CSL,Public,122204,,,,
Ouest,Petit-Goâve,8ème des Platons^122-08,Centre de Santé de Deslattes,CSL,Mixte,122806,,,,
Ouest,Petit-Goâve,11ème Ravine Sèche^122-11,Hôpital Notre Dame,HCR,Public,1221101,,,,
Ouest,Petit-Goâve,1ère Bino^122-01,Dispensaire de Vialet,CSL,Public,122102,,,,
Ouest,Petit-Goâve,2ème Delatre^122-02,Dispensaire de Madeleine,Dispensaire,Public,122203,,,,
Ouest,Petit-Goâve,9ème des Palmes^122-09,CS Les Palmes (Besace),CSL,Privé à but lucratif,122905,,,,
Ouest,Petit-Goâve,2ème Delatre^122-02,Clinique mobile Olivier,CSL,Privé à but lucratif,122207,,,,
Ouest,Petit-Goâve,11ème Ravine Sèche^122-11,CS Henry Gérard Desgranges,CAL,Privé à but lucratif,1221108,,,,
Ouest,Petit-Goâve,12ème des Fouques^122-12,Dispensaire APV de Vallue (NF),Dispensaire,Privé à but non lucratif,1221209,,,,
Ouest,Petit-Goâve,1ère Bino^122-01,Clinique Siloé,CSL,Privé à but lucratif,1220015,,,18.43,-72.86
Ouest,Petit-Goâve,3ème Trou Chouchou^122-03,CS Trouchouchou (NF),CSL,Privé à but lucratif,122310,,,,
Ouest,Grand-Goâve,5ème Grande Colline^123-05,Centre de Santé de Meyer,CAL,Public,123502,,,,
Ouest,Grand-Goâve,2ème Tête à Boeuf^123-02,Dispensaire de Dufour,Dispensaire,Public,123203,,,,
Ouest,Grand-Goâve,7ème Gérard^123-07,Dispensaire de Bonhomme,Dispensaire,Public,123704,,,,
Ouest,Grand-Goâve,1ère Tête à Boeuf^123-01,Centre de Santé Georges Gauvin,HCR,Public,123101,,,,
Ouest,Grand-Goâve,6ème Grande Colline^123-06,Dispensaire Baudin,Dispensaire,Public,123605,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Dispensaire de Bas Boën,Dispensaire,Public,131301,,,,
Ouest,Croix-des-Bouquets,2ème Petit Bois^131-04,Centre de Santé de Double Harvest,Hôpital,Privé à but non lucratif,131204,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre de Santé Foyer Ste Camille,Hôpital,Privé à but lucratif,131109,13109,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Fwaye Ti zanmi Jezi,CSL,Privé à but non lucratif,131219,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Disp. Marie Louise de Jésus - Mixte,Dispensaire,Privé à but non lucratif,131220,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Eben-ezer Jumecaut,CAL,Privé à but lucratif,131222,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Les Palmes,CSL,Mixte,131223,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,COSECO,Hôpital,Privé à but lucratif,131225,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Shalom Clinique Médicale,CAL,Privé à but lucratif,131327,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Sodeth Clinique Hospitalière,Hôpital,Privé à but lucratif,131228,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Mission Gospel d’Haïti,CSL,Mixte,131230,,,,
Ouest,Croix-des-Bouquets,2ème Petit Bois^131-04,Centre de Santé de Turbe,CAL,Mixte,131207,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre de santé Bon secours,CSL,Privé à but non lucratif,131237,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre Hospitalier de Santo,CAL,Privé à but lucratif,131234,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,CS Ste Thérèse de Santo,CSL,Public,131208,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre de santé Bonkè,CSL,Public,131235,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre Hosp. Commun. Lilavois,CAL,Privé à but lucratif,131236,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Clinique PROFAMIL,CSL,Mixte,131333,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Centre d’attention Primaire,Dispensaire,Privé à but lucratif,131332,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Clinique Jésus le vrai chemin,CSL,Privé à but non lucratif,131238,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre Hospitalier de Canaan,CAL,Privé à but lucratif,131239,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,CS de la Croix-des-Bouquets,CAL,Public,131203,13103,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Centre de Santé Lucelia Bontemps,CSL,Privé à but non lucratif,131106,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,CS Kanpèch Dumay,CSL,Privé à but non lucratif,131110,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Centre de Santé Life Line,CAL,Privé à but lucratif,131311,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Fondation Bon samaritain en Action,CSL,Privé à but non lucratif,131115,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Clinique Mennonite,CSL,Privé à but non lucratif,131217,,,,
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Clinique St EsPrivèt,CSL,Privé à but non lucratif,131218,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,CEPRENULET,CSL,Mixte,131326,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Piscine de Bethesda,CAL,Privé à but lucratif,131329,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Hôpital cubain,Hôpital,Public,131331,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Help Incorporate de Vaudreuil,CSL,Privé à but lucratif,131305,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Hôpital Défilé de Beudet,Hôpital,Public,131302,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,CS Bon Nouvèl,CSL,Privé à but non lucratif,1310001,,,18.58,-72.23
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,Centre de santé de Corail,CSL,Mixte,ND99922,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,Bon Samaritain,CSL,Privé à but lucratif,ND99923,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,CS Christ-Roi,CSL,Privé à but lucratif,ND99924,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,CS Lespwa,CSL,Privé à but lucratif,1319015,,,18.58,-72.23
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,SIF,CSL,Privé à but lucratif,ND99926,,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,CSE,CSL,Public,ND99927,,,,
Ouest,Croix-des-Bouquets,3ème Petit Bois^131-05,Centre Hosp. Dr Harry Bordes de Beudet,HCR,Public,131341,13135,,,
Ouest,Croix-des-Bouquets,1ère Petit Bois^131-03,HCR de Bon repos,HCR,Public,ND99928,,,,
Ouest,Thomazeau,1ère Grande Plaine^132-01,CS de Thomazeau,CAL,Public,132101,13201,,18.6534,-72.0938
Ouest,Thomazeau,1ère Grande Plaine^132-01,Centre de santé Vision de Néhémie,CSL,Privé à but non lucratif,132102,,,,
Ouest,Ganthier,5ème Pays Pourri^133-04,Centre de Santé de Ganthier,CSL,Public,133502,,,,
Ouest,Ganthier,3ème Fonds Parisien^133-03,Eau de vie,CSL,Privé à but lucratif,133306,,,,
Ouest,Ganthier,3ème Fonds Parisien^133-03,Centre de santé de Thoman 1,CSL,Public,133307,,,,
Ouest,Ganthier,3ème Fonds Parisien^133-03,Centre Hospitalier Christ pour tous,Hôpital,Privé à but lucratif,133313,,,,
Ouest,Ganthier,2ème Balan^133-02,Centre de santé Kay Hypocrate,CAL,Privé à but non lucratif,133214,,,,
Ouest,Ganthier,2ème Balan^133-02,Dispensaire de Savane cabri,Dispensaire,Privé à but non lucratif,133203,,,,
Ouest,Ganthier,3ème Fonds Parisien^133-03,Love a child,CSL,Privé à but non lucratif,133305,,,,
Ouest,Ganthier,3ème Fonds Parisien^133-03,Centre de santé de Thoman 2,CSL,Privé à but non lucratif,133308,,,,
Ouest,Ganthier,2ème Balan^133-02,Dispensaire aux bons soins,Dispensaire,Privé à but lucratif,133210,,,,
Ouest,Cornillon,2ème Plaine Céleste^134-02,Dispensaire de Cornillon,CSL,Public,134201,13401,,18.6755,-71.9514
Ouest,Cornillon,1ère Boucan Bois Pin^134-03,Dispensaire de Saint Pierre,Dispensaire,Public,134102,13402,,18.6633,-71.86
Ouest,Cornillon,2ème Boucan Bois Pin^134-04,Centre de santé St Vincent de Paul,CAL,Privé à but non lucratif,134203,,,,
Ouest,Fonds Verettes,4ème Fonds-Verrettes^135-01,Dispensaire d’Orianie,Dispensaire,Privé à but lucratif,135403,13503,,18.3061,-71.8324
Ouest,Fonds Verettes,4ème Fonds-Verrettes^135-01,Clinique Confiance en Dieu,CSL,Privé à but non lucratif,135404,,,,
Ouest,Fonds Verettes,4ème Fonds-Verrettes^135-01,Dispensaire Ste Croix,Dispensaire,Privé à but non lucratif,135405,,,,
Ouest,Fonds Verettes,4ème Fonds-Verrettes^135-01,CS de Fonds Verrettes,CAL,Public,135401,13501,,18.3939,-71.854
Ouest,Fonds Verettes,4ème Fonds-Verrettes^135-01,Dispensaire de Fôret des Pins,Dispensaire,Privé à but lucratif,135402,13502,,,
Ouest,Arcahaie,7ème Fonds Baptiste^141-02,SADA Fonds Baptiste,CSL,Mixte,141703,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Disp. ND du Perpétuel Secours,Dispensaire,Public,141205,14104,,18.8209,-72.5392
Ouest,Arcahaie,2ème des Vases^141-03,Hôpital Reforme de Saintard,Hopital,Privé à but lucratif,141210,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Carrefour Poy,CSL,Privé à but non lucratif,141213,,,,
Ouest,Arcahaie,2ème des Vases^141-03,CS Communautaire Williamson,CSL,Privé à but non lucratif,141215,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Centre de santé Bon Samaritain,Dispensaire,Privé à but lucratif,141209,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Clinique Laguerre,Dispensaire,Privé à but lucratif,141214,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Mission Matana,CSL,Public,141216,,,,
Ouest,Arcahaie,2ème des Vases^141-03,Nicolas Armand,HCR,Public,141201,14101,UGP MSPP,18.7716,-72.5131
Ouest,Arcahaie,2ème des Vases^141-03,SADA Matheux,CAL,Privé à but non lucratif,141204,14103,PATHFINDER,18.9244,-72.5869
Ouest,Arcahaie,6ème des Matheux^141-06,SADA-AME/Délices,Dispensaire,Privé à but non lucratif,141612,,,,
